Date,Registration,Call Sign,Flight Direction,Marketing Airline Desc,Non-PA Airport,Body Type Desc,Gate,Terminal Code,Total Gate Occ Time,Arrival Runway,Block Schedule,Block Actual,Total Calculated Delay,Total  Movement Time,Total Ramp Time,Total Taxi Time Calc,On Scheduled,On Actual
2025-08-20 00:00:00,N960AN,AAL2327,Missed Approach,American Airlines,DFW,Narrow Body,Gate_TB_14,Terminal B,,4,,,0,,,,2025-08-20 15:52:00,2025-08-20 16:17:00
2025-08-26 00:00:00,N917NN,AAL2723,Missed Approach,American Airlines,ORD,Narrow Body,Gate_TB_12,Terminal B,,31,,,0,,,,2025-08-26 09:59:00,2025-08-26 09:45:00
2025-08-30 00:00:00,N966AN,AAL2271,Missed Approach,American Airlines,MIA,Narrow Body,Gate_TB_28,Terminal B,,31,,,0,,,,2025-08-30 20:53:00,2025-08-30 21:53:00
2025-05-22 00:00:00,N3738B,DAL398,Missed Approach,Delta Air Lines,DEN,Narrow Body,Gate_68,Terminal C,,4,,,0,,,,2025-05-22 12:15:00,2025-05-22 12:29:00
2025-05-22 00:00:00,N880RW,RPA5844,Missed Approach,Delta Air Lines,CMH,Commuter,Gate_92,Terminal C,,4-4,,,0,,,,2025-05-22 13:12:00,2025-05-22 13:49:00
2025-05-23 00:00:00,N272PQ,EDV5431,Missed Approach,Delta Air Lines,TYS,Commuter,Gate_67,Terminal C,,22-31,,,0,,,,2025-05-23 20:22:00,2025-05-23 20:12:00
2025-05-24 00:00:00,N919XJ,EDV4918,Missed Approach,Delta Air Lines,TYS,Commuter,Gate_71,Terminal C,,22,,,0,,,,2025-05-24 13:04:00,2025-05-24 13:10:00
2025-05-24 00:00:00,N910XJ,EDV5139,Missed Approach,Delta Air Lines,YUL,Commuter,Gate_81,Terminal C,,22,,,0,,,,2025-05-24 07:17:00,2025-05-24 07:12:00
2025-05-26 00:00:00,N850DN,DAL2396,Missed Approach,Delta Air Lines,PBI,Narrow Body,Gate_72,Terminal C,,22,,,0,,,,2025-05-26 17:36:00,2025-05-26 17:42:00
2025-05-26 00:00:00,N922XJ,EDV5127,Missed Approach,Delta Air Lines,CVG,Commuter,Gate_64,Terminal C,,22,,,0,,,,2025-05-26 15:23:00,2025-05-26 15:26:00
2025-05-29 00:00:00,N341DN,DAL404,Missed Approach,Delta Air Lines,ATL,Narrow Body,Gate_86,Terminal C,,4,,,0,,,,2025-05-29 07:46:00,2025-05-29 08:09:00
2025-05-29 00:00:00,N140DU,DAL461,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_61,Terminal C,,4,,,0,,,,2025-05-29 10:20:00,2025-05-29 10:08:00
2025-05-30 00:00:00,N917XJ,EDV5360,Missed Approach,Delta Air Lines,RIC,Commuter,Gate_67,Terminal C,,22,,,0,,,,2025-05-30 19:30:00,2025-05-30 20:08:00
2025-05-31 00:00:00,N378DN,DAL2239,Missed Approach,Delta Air Lines,MCO,Narrow Body,Gate_83,Terminal C,,31,,,0,,,,2025-05-31 16:14:00,2025-05-31 16:45:00
2025-05-31 00:00:00,N380DN,DAL2764,Missed Approach,Delta Air Lines,MSP,Narrow Body,Gate_74,Terminal C,,31,,,0,,,,2025-05-31 12:24:00,2025-05-31 12:51:00
2025-05-31 00:00:00,N3745B,DAL379,Missed Approach,Delta Air Lines,RSW,Narrow Body,Gate_67,Terminal C,,31,,,0,,,,2025-05-31 13:39:00,2025-05-31 14:12:00
2025-05-31 00:00:00,N482PX,EDV4977,Missed Approach,Delta Air Lines,BHM,Commuter,Gate_65,Terminal C,,22,,,0,,,,2025-05-31 10:43:00,2025-05-31 10:41:00
2025-06-01 00:00:00,N479PX,EDV5372,Missed Approach,Delta Air Lines,JAX,Commuter,Gate_70,Terminal C,,22,,,0,,,,2025-06-01 20:53:00,2025-06-01 21:18:00
2025-06-01 00:00:00,N878RW,RPA5844,Missed Approach,Delta Air Lines,CMH,Commuter,Gate_97,Terminal C,,22,,,0,,,,2025-06-01 13:15:00,2025-06-01 13:38:00
2025-06-02 00:00:00,N607LR,EDV4964,Missed Approach,Delta Air Lines,ORF,Commuter,Gate_76,Terminal C,,22,,,0,,,,2025-06-02 18:52:00,2025-06-02 19:26:00
2025-06-02 00:00:00,N914XJ,EDV5424,Missed Approach,Delta Air Lines,ORH,Commuter,Gate_77,Terminal C,,22,,,0,,,,2025-06-02 17:20:00,2025-06-02 16:59:00
2025-06-02 00:00:00,N206JQ,RPA5778,Missed Approach,Delta Air Lines,RDU,Commuter,Gate_97,Terminal C,,22,,,0,,,,2025-06-02 16:22:00,2025-06-02 16:55:00
2025-06-03 00:00:00,N108DQ,DAL856,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_87,Terminal C,,22,,,0,,,,2025-06-03 19:57:00,2025-06-03 20:08:00
2025-06-03 00:00:00,N166PQ,EDV5362,Missed Approach,Delta Air Lines,BUF,Commuter,Gate_79,Terminal C,,22,,,0,,,,2025-06-03 15:59:00,2025-06-03 16:17:00
2025-06-05 00:00:00,N880RW,RPA5741,Missed Approach,Delta Air Lines,CLE,Commuter,Gate_94,Terminal C,,22,,,0,,,,2025-06-05 07:25:00,2025-06-05 07:39:00
2025-06-05 00:00:00,N244JQ,RPA5773,Missed Approach,Delta Air Lines,DCA,Commuter,Gate_96,Terminal C,,22,,,0,,,,2025-06-05 06:58:00,2025-06-05 06:54:00
2025-06-06 00:00:00,N478PX,EDV5164,Missed Approach,Delta Air Lines,RDU,Commuter,Gate_74,Terminal C,,22,,,0,,,,2025-06-06 07:26:00,2025-06-06 07:43:00
2025-06-06 00:00:00,N205JQ,RPA5753,Missed Approach,Delta Air Lines,PIT,Commuter,Gate_94,Terminal C,,22,,,0,,,,2025-06-06 07:10:00,2025-06-06 07:14:00
2025-06-08 00:00:00,N108DQ,DAL1164,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_83,Terminal C,,22,,,0,,,,2025-06-08 18:00:00,2025-06-08 18:02:00
2025-06-09 00:00:00,N490PX,EDV4929,Missed Approach,Delta Air Lines,MKE,Commuter,Gate_66,Terminal C,,4-4,,,0,,,,2025-06-09 16:19:00,2025-06-09 16:18:00
2025-06-09 00:00:00,N228PQ,EDV5047,Missed Approach,Delta Air Lines,CLT,Commuter,*TC_71,Terminal C,,4,,,0,,,,2025-06-09 22:20:00,2025-06-09 23:41:00
2025-06-09 00:00:00,N182GJ,EDV5050,Missed Approach,Delta Air Lines,LEX,Commuter,Gate_67,Terminal C,,4,,,0,,,,2025-06-09 09:23:00,2025-06-09 09:36:00
2025-06-10 00:00:00,N917XJ,EDV4994,Missed Approach,Delta Air Lines,GSP,Commuter,Gate_66,Terminal C,,4,,,0,,,,2025-06-10 14:46:00,2025-06-10 14:45:00
2025-06-10 00:00:00,N221JQ,RPA5590,Missed Approach,Delta Air Lines,DCA,Commuter,Gate_92,Terminal C,,4-4,,,0,,,,2025-06-10 12:37:00,2025-06-10 13:28:00
2025-06-11 00:00:00,N893DN,DAL2347,Missed Approach,Delta Air Lines,MIA,Narrow Body,Gate_85,Terminal C,,22,,,0,,,,2025-06-11 14:08:00,2025-06-11 14:20:00
2025-06-12 00:00:00,N482PX,EDV4936,Missed Approach,Delta Air Lines,BHM,Commuter,Gate_62,Terminal C,,22,,,0,,,,2025-06-12 14:06:00,2025-06-12 14:47:00
2025-06-14 00:00:00,N388DN,DAL1523,Missed Approach,Delta Air Lines,MCO,Narrow Body,Gate_74,Terminal C,,4,,,0,,,,2025-06-14 09:31:00,2025-06-14 10:45:00
2025-06-15 00:00:00,N922DZ,DAL2347,Missed Approach,Delta Air Lines,MIA,Narrow Body,Gate_85,Terminal C,,4,,,0,,,,2025-06-15 14:04:00,2025-06-15 14:04:00
2025-06-15 00:00:00,N129DU,DAL580,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_75,Terminal C,,22-4,,,0,,,,2025-06-15 21:08:00,2025-06-15 21:23:00
2025-06-15 00:00:00,N119DN,DAL997,Missed Approach,Delta Air Lines,ATL,Narrow Body,Gate_84,Terminal C,,4,,,0,,,,2025-06-15 20:15:00,2025-06-15 21:00:00
2025-06-16 00:00:00,N485PX,EDV5278,Missed Approach,Delta Air Lines,JAX,Commuter,Gate_66,Terminal C,,22-22-31-31,,,0,,,,2025-06-15 21:13:00,2025-06-16 01:14:00
2025-06-17 00:00:00,N313PQ,EDV5091,Missed Approach,Delta Air Lines,CVG,Commuter,Gate_79,Terminal C,,4,,,0,,,,2025-06-17 07:49:00,2025-06-17 08:25:00
2025-06-17 00:00:00,N206JQ,RPA5603,Missed Approach,Delta Air Lines,SAV,Commuter,Gate_68,Terminal C,,4,,,0,,,,2025-06-17 07:54:00,2025-06-17 08:15:00
2025-06-17 00:00:00,N815MD,RPA5634,Missed Approach,Delta Air Lines,RIC,Commuter,Gate_85,Terminal C,,4,,,0,,,,2025-06-17 07:05:00,2025-06-17 08:23:00
2025-06-18 00:00:00,N915XJ,EDV5139,Missed Approach,Delta Air Lines,YUL,Commuter,Gate_72,Terminal C,,22,,,0,,,,2025-06-18 07:13:00,2025-06-18 07:21:00
2025-06-18 00:00:00,N131EV,EDV5267,Missed Approach,Delta Air Lines,SAV,Commuter,Gate_70,Terminal C,,22,,,0,,,,2025-06-18 14:19:00,2025-06-18 14:45:00
2025-06-18 00:00:00,N292PQ,EDV5311,Missed Approach,Delta Air Lines,ROC,Commuter,Gate_62,Terminal C,,22,,,0,,,,2025-06-18 06:59:00,2025-06-18 07:00:00
2025-06-18 00:00:00,N228JQ,RPA5723,Missed Approach,Delta Air Lines,CLT,Commuter,Gate_96,Terminal C,,22,,,0,,,,2025-06-18 16:53:00,2025-06-18 17:19:00
2025-06-18 00:00:00,N230JQ,RPA5764,Missed Approach,Delta Air Lines,BUF,Commuter,Gate_98,Terminal C,,22,,,0,,,,2025-06-18 07:17:00,2025-06-18 07:10:00
2025-06-19 00:00:00,N141DU,DAL2917,Missed Approach,Delta Air Lines,ORD,Narrow Body,*TD_D8,Terminal C,,22,,,0,,,,2025-06-19 13:29:00,2025-06-19 14:30:00
2025-06-19 00:00:00,N112DU,DAL580,Missed Approach,Delta Air Lines,DFW,Narrow Body,Gate_73,Terminal C,,22,,,0,,,,2025-06-19 21:31:00,2025-06-19 22:56:00
2025-06-19 00:00:00,N203JQ,RPA5607,Missed Approach,Delta Air Lines,DCA,Commuter,Gate_98,Terminal C,,22,,,0,,,,2025-06-19 09:49:00,2025-06-19 09:59:00
2025-06-19 00:00:00,N220JQ,RPA5829,Missed Approach,Delta Air Lines,IND,Commuter,Gate_88B,Terminal C,,22,,,0,,,,2025-06-19 13:53:00,2025-06-19 14:08:00
2025-06-20 00:00:00,N391DN,DAL524,Missed Approach,Delta Air Lines,ATL,Narrow Body,*TC_87,Terminal C,,22,,,0,,,,2025-06-20 16:48:00,2025-06-20 18:17:00
2025-06-20 00:00:00,N310PQ,EDV5324,Missed Approach,Delta Air Lines,YHZ,Commuter,Gate_64,Terminal C,,22,,,0,,,,2025-06-20 14:28:00,2025-06-20 14:39:00
2025-06-23 00:00:00,N343DN,DAL2602,Missed Approach,Delta Air Lines,DTW,Narrow Body,Gate_78,Terminal C,,22,,,0,,,,2025-06-23 15:47:00,2025-06-23 15:48:00
2025-06-23 00:00:00,N317DU,DAL603,Missed Approach,Delta Air Lines,IAH,Narrow Body,Gate_89A,Terminal C,,22,,,0,,,,2025-06-23 23:18:00,2025-06-23 23:40:00
2025-06-23 00:00:00,N131EV,EDV4970,Missed Approach,Delta Air Lines,STL,Commuter,Gate_63,Terminal C,,22,,,0,,,,2025-06-23 18:49:00,2025-06-23 19:07:00
2025-06-24 00:00:00,N313DU,DAL1697,Missed Approach,Delta Air Lines,IAH,Narrow Body,Gate_83,Terminal C,,22,,,0,,,,2025-06-24 19:08:00,2025-06-24 19:42:00
2025-06-24 00:00:00,N232PQ,EDV5270,Missed Approach,Delta Air Lines,PWM,Commuter,Gate_74,Terminal C,,31,,,0,,,,2025-06-24 07:25:00,2025-06-24 07:19:00
2025-06-25 00:00:00,N3767,DAL379,Missed Approach,Delta Air Lines,RSW,Narrow Body,Gate_69,Terminal C,,31,,,0,,,,2025-06-25 14:17:00,2025-06-25 14:20:00
2025-06-25 00:00:00,N298PQ,EDV4970,Missed Approach,Delta Air Lines,STL,Commuter,Gate_66,Terminal C,,31-31-4-4,,,0,,,,2025-06-25 18:48:00,2025-06-25 19:15:00
2025-06-29 00:00:00,N815MD,RPA5621,Missed Approach,Delta Air Lines,HHH,Commuter,Gate_89A,Terminal C,,22-22,,,0,,,,2025-06-29 19:27:00,2025-06-29 20:00:00
2025-06-30 00:00:00,N913XJ,EDV5311,Missed Approach,Delta Air Lines,ROC,Commuter,Gate_80,Terminal C,,4,,,0,,,,2025-06-30 07:00:00,2025-06-30 14:15:00
2025-07-02 00:00:00,N341DN,DAL2239,Missed Approach,Delta Air Lines,MCO,Narrow Body,Gate_86,Terminal C,,22,,,0,,,,2025-07-02 16:52:00,2025-07-02 19:09:00
2025-07-02 00:00:00,N114DN,DAL525,Missed Approach,Delta Air Lines,ATL,Narrow Body,Gate_85,Terminal C,,22,,,0,,,,2025-07-02 14:45:00,2025-07-02 15:21:00
2025-07-03 00:00:00,N333DU,DAL2411,Missed Approach,Delta Air Lines,MSY,Narrow Body,Gate_86,Terminal C,,22,,,0,,,,2025-07-03 14:11:00,2025-07-03 14:32:00
2025-07-03 00:00:00,N915XJ,EDV5131,Missed Approach,Delta Air Lines,CAE,Commuter,Gate_64,Terminal C,,22-22,,,0,,,,2025-07-03 07:35:00,2025-07-03 07:52:00
2025-07-03 00:00:00,N912XJ,EDV5339,Missed Approach,Delta Air Lines,BGR,Commuter,Gate_70,Terminal C,,22,,,0,,,,2025-07-03 16:07:00,2025-07-03 16:07:00
2025-07-03 00:00:00,N815MD,RPA5822,Missed Approach,Delta Air Lines,MVY,Commuter,Gate_97,Terminal C,,22,,,0,,,,2025-07-03 16:29:00,2025-07-03 16:26:00
2025-07-04 00:00:00,N396DA,DAL398,Missed Approach,Delta Air Lines,DEN,Narrow Body,Gate_79,Terminal C,,31,,,0,,,,2025-07-04 13:58:00,2025-07-04 14:22:00
2025-07-05 00:00:00,N369DN,DAL371,Missed Approach,Delta Air Lines,ATL,Narrow Body,*TC_87,Terminal C,,4,,,0,,,,2025-07-05 12:31:00,2025-07-05 12:34:00
2025-07-05 00:00:00,N538CA,EDV5025,Missed Approach,Delta Air Lines,AVL,Commuter,Gate_70,Terminal C,,22-22,,,0,,,,2025-07-05 14:54:00,2025-07-05 15:52:00
2025-07-05 00:00:00,N242JQ,RPA5662,Missed Approach,Delta Air Lines,MVY,Commuter,Gate_94,Terminal C,,4,,,0,,,,2025-07-05 13:02:00,2025-07-05 12:54:00
2025-07-07 00:00:00,N346DN,DAL2732,Missed Approach,Delta Air Lines,MSP,Narrow Body,Gate_85,Terminal C,,22,,,0,,,,2025-07-07 19:24:00,2025-07-07 19:34:00
2025-07-08 00:00:00,N933XJ,EDV5171,Missed Approach,Delta Air Lines,GSP,Commuter,Gate_66,Terminal C,,31,,,0,,,,2025-07-08 08:13:00,2025-07-08 08:19:00
2025-07-08 00:00:00,N480PX,EDV5449,Missed Approach,Delta Air Lines,YUL,Commuter,*TC_71,Terminal C,,22-22,,,0,,,,2025-07-08 20:07:00,2025-07-08 21:13:00
2025-07-09 00:00:00,N181PQ,EDV4628,Missed Approach,Delta Air Lines,BUF,Commuter,Gate_72,Terminal C,,31,,,0,,,,2025-07-09 11:40:00,2025-07-09 11:36:00
2025-07-09 00:00:00,N934XJ,EDV4833,Missed Approach,Delta Air Lines,CVG,Commuter,Gate_74,Terminal C,,31,,,0,,,,2025-07-09 13:12:00,2025-07-09 13:15:00
2025-07-09 00:00:00,N232JQ,RPA5603,Missed Approach,Delta Air Lines,SAV,Commuter,Gate_88A,Terminal C,,22,,,0,,,,2025-07-09 07:52:00,2025-07-09 08:16:00
2025-07-09 00:00:00,N229JQ,RPA5702,Missed Approach,Delta Air Lines,MKE,Commuter,Gate_98,Terminal C,,22,,,0,,,,2025-07-09 20:16:00,2025-07-09 20:10:00
2025-07-13 00:00:00,N368DN,DAL2719,Missed Approach,Delta Air Lines,MSP,Narrow Body,Gate_74,Terminal C,,13,,,0,,,,2025-07-13 10:28:00,2025-07-13 10:57:00
2025-07-13 00:00:00,N186GJ,EDV4970,Missed Approach,Delta Air Lines,STL,Commuter,Gate_95,Terminal C,,22,,,0,,,,2025-07-13 21:04:00,2025-07-13 20:58:00
2025-07-15 00:00:00,N235JQ,RPA5856,Missed Approach,Delta Air Lines,ACK,Commuter,Gate_94,Terminal C,,22-4,,,0,,,,2025-07-15 13:16:00,2025-07-15 13:58:00
2025-07-17 00:00:00,N313DU,DAL1697,Missed Approach,Delta Air Lines,IAH,Narrow Body,Gate_95,Terminal C,,22,,,0,,,,2025-07-17 19:24:00,2025-07-17 19:38:00
2025-07-17 00:00:00,N909XJ,EDV4719,Missed Approach,Delta Air Lines,BHM,Commuter,*TC_71,Terminal C,,22,,,0,,,,2025-07-17 21:23:00,2025-07-17 21:28:00
2025-07-17 00:00:00,N336PQ,EDV5047,Missed Approach,Delta Air Lines,CLT,Commuter,Gate_67,Terminal C,,22,,,0,,,,2025-07-17 22:08:00,2025-07-17 22:38:00
2025-07-17 00:00:00,N676CA,EDV5437,Missed Approach,Delta Air Lines,CHS,Commuter,Gate_77,Terminal C,,22,,,0,,,,2025-07-17 11:24:00,2025-07-17 11:56:00
2025-07-18 00:00:00,N925XJ,EDV5127,Missed Approach,Delta Air Lines,CVG,Commuter,Gate_84,Terminal C,,31,,,0,,,,2025-07-18 15:02:00,2025-07-18 15:35:00
2025-07-18 00:00:00,N920XJ,EDV5131,Missed Approach,Delta Air Lines,CAE,Commuter,Gate_74,Terminal C,,31,,,0,,,,2025-07-18 07:45:00,2025-07-18 07:47:00
2025-07-20 00:00:00,N920XJ,EDV4929,Missed Approach,Delta Air Lines,MKE,Commuter,Gate_74,Terminal C,,22,,,0,,,,2025-07-20 15:54:00,2025-07-20 16:06:00
2025-07-20 00:00:00,N131EV,EDV4970,Missed Approach,Delta Air Lines,STL,Commuter,Gate_62,Terminal C,,22,,,0,,,,2025-07-20 18:36:00,2025-07-20 19:56:00
2025-07-20 00:00:00,N860RW,RPA5752,Missed Approach,Delta Air Lines,DCA,Commuter,Gate_97,Terminal C,,22,,,0,,,,2025-07-20 21:50:00,2025-07-20 21:46:00
2025-07-21 00:00:00,N383DZ,DAL557,Missed Approach,Delta Air Lines,ATL,Narrow Body,Gate_72,Terminal C,,31,,,0,,,,2025-07-21 11:24:00,2025-07-21 11:39:00
2025-07-21 00:00:00,N153PQ,EDV5254,Missed Approach,Delta Air Lines,BGR,Commuter,Gate_75,Terminal C,,31,,,0,,,,2025-07-21 13:52:00,2025-07-21 13:41:00
2025-07-23 00:00:00,N482PX,EDV5359,Missed Approach,Delta Air Lines,IND,Commuter,Gate_65,Terminal C,,22,,,0,,,,2025-07-23 16:23:00,2025-07-23 16:42:00
2025-07-24 00:00:00,N916XJ,EDV5271,Missed Approach,Delta Air Lines,BNA,Commuter,Gate_66,Terminal C,,22,,,0,,,,2025-07-24 12:23:00,2025-07-24 12:22:00
2025-07-25 00:00:00,N335PQ,EDV4981,Missed Approach,Delta Air Lines,STL,Commuter,Gate_74,Terminal C,,22,,,0,,,,2025-07-25 09:08:00,2025-07-25 09:58:00
2025-07-25 00:00:00,N485PX,EDV5235,Missed Approach,Delta Air Lines,RDU,Commuter,Gate_66,Terminal C,,22,,,0,,,,2025-07-25 09:30:00,2025-07-25 09:42:00
2025-07-25 00:00:00,N921XJ,EDV5357,Missed Approach,Delta Air Lines,BTV,Commuter,Gate_61,Terminal C,,22,,,0,,,,2025-07-25 15:36:00,2025-07-25 16:42:00
2025-07-25 00:00:00,N928XJ,EDV5463,Missed Approach,Delta Air Lines,GSP,Commuter,*TC_71,Terminal C,,31,,,0,,,,2025-07-25 17:37:00,2025-07-25 21:29:00
2025-07-26 00:00:00,N116DU,DAL1379,Missed Approach,Delta Air Lines,TVC,Narrow Body,*T4_A14,LGA-Unknown,,22-22-4-4,,,0,,,,2025-07-26 14:40:00,2025-07-26 15:35:00
2025-07-26 00:00:00,N902XJ,EDV5450,Missed Approach,Delta Air Lines,YUL,Commuter,Gate_65,Terminal C,,4,,,0,,,,2025-07-26 12:23:00,2025-07-26 12:41:00
2025-07-26 00:00:00,N223JQ,RPA5627,Missed Approach,Delta Air Lines,ORD,Commuter,Gate_83,Terminal C,,4,,,0,,,,2025-07-26 13:36:00,2025-07-26 13:57:00
2025-07-26 00:00:00,N243JQ,RPA5636,Missed Approach,Delta Air Lines,ORF,Commuter,Gate_89A,Terminal C,,22-22-4-4,,,0,,,,2025-07-26 15:15:00,2025-07-26 15:26:00
2025-07-27 00:00:00,N315PQ,EDV5010,Missed Approach,Delta Air Lines,BGR,Commuter,Gate_72,Terminal C,,22-22,,,0,,,,2025-07-27 20:07:00,2025-07-27 19:55:00
2025-07-28 00:00:00,N3751B,DAL1792,Missed Approach,Delta Air Lines,TPA,Narrow Body,Gate_65,Terminal C,,4-4,,,0,,,,2025-07-28 13:11:00,2025-07-28 13:18:00
2025-07-28 00:00:00,N118DY,DAL524,Missed Approach,Delta Air Lines,ATL,Narrow Body,Gate_84,Terminal C,,31,,,0,,,,2025-07-28 16:24:00,2025-07-28 16:42:00
2025-07-28 00:00:00,N3751B,DAL716,Missed Approach,Delta Air Lines,DEN,Narrow Body,Gate_69,Terminal C,,22,,,0,,,,2025-07-28 23:37:00,2025-07-28 23:29:00
2025-07-28 00:00:00,N329PQ,EDV4981,Missed Approach,Delta Air Lines,STL,Commuter,*TC_71,Terminal C,,31,,,0,,,,2025-07-28 11:27:00,2025-07-28 11:36:00
2025-07-28 00:00:00,N185GJ,EDV5270,Missed Approach,Delta Air Lines,PWM,Commuter,Gate_73,Terminal C,,31,,,0,,,,2025-07-28 07:28:00,2025-07-28 07:38:00
2025-07-28 00:00:00,N137EV,EDV5324,Missed Approach,Delta Air Lines,YHZ,Commuter,Gate_74,Terminal C,,4,,,0,,,,2025-07-28 14:46:00,2025-07-28 14:40:00
2025-07-28 00:00:00,N913XJ,EDV5464,Missed Approach,Delta Air Lines,SYR,Commuter,Gate_70,Terminal C,,31,,,0,,,,2025-07-28 18:05:00,2025-07-28 18:27:00
